Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Frequently,433,Research & Development,15,5,Technical Degree,1,388,2,Female,57,3,2,Research Scientist,3,Divorced,9121,20589,5,Y,No,22,3,4,80,2,20,2,4,8,5,4,3
34,Yes,Travel_Rarely,1456,Research & Development,6,3,Marketing,1,389,4,Female,79,1,1,Sales Executive,3,Single,4828,4967,9,Y,No,21,4,4,80,1,17,3,2,5,4,1,2
36,No,Travel_Rarely,1116,Research & Development,27,3,Human Resources,1,390,4,Male,93,3,3,Laboratory Technician,2,Married,10943,6250,3,Y,No,24,3,1,80,1,18,4,3,10,3,3,1
45,No,Travel_Rarely,426,Sales,11,1,Life Sciences,1,391,1,Male,57,2,1,Manager,3,Married,4941,21918,5,Y,No,13,4,2,80,1,29,6,2,9,3,2,4
43,No,Non-Travel,114,Sales,21,2,Life Sciences,1,392,4,Female,85,3,2,Sales Representative,2,Married,8644,26795,3,Y,Yes,21,3,3,80,2,25,1,4,11,2,2,5
54,No,Travel_Frequently,938,Sales,11,3,Medical,1,393,2,Female,88,3,4,Sales Executive,2,Married,14914,5238,1,Y,No,17,3,4,80,0,33,1,3,4,3,2,1
43,No,Non-Travel,325,Sales,20,2,Technical Degree,1,394,3,Male,34,3,1,Healthcare Representative,1,Divorced,4841,10513,3,Y,No,18,3,4,80,3,24,3,2,10,2,4,4
40,Yes,Travel_Rarely,212,Sales,20,4,Medical,1,395,4,Male,83,4,1,Healthcare Representative,1,Single,5596,4738,4,Y,Yes,15,3,4,80,1,20,1,3,10,2,2,4
26,No,Travel_Rarely,100,Sales,21,2,Marketing,1,396,4,Male,73,3,1,Sales Executive,4,Single,5212,6936,9,Y,No,24,3,2,80,1,11,6,2,3,2,2,3
29,No,Travel_Rarely,365,Research & Development,18,3,Life Sciences,1,397,2,Male,71,3,2,Manufacturing Director,4,Married,5032,3836,2,Y,No,12,3,4,80,1,14,2,4,8,4,4,1
18,No,Travel_Rarely,1331,Human Resources,25,3,Life Sciences,1,398,4,Male,86,4,4,Sales Executive,4,Married,12568,20943,9,Y,Yes,13,3,2,80,0,3,0,3,3,1,3,3
18,No,Travel_Rarely,1051,Research & Development,18,4,Marketing,1,399,4,Female,76,3,2,Sales Executive,3,Divorced,6782,3568,4,Y,No,19,4,4,80,1,0,2,3,0,0,0,0
51,No,Travel_Rarely,1492,Research & Development,10,3,Life Sciences,1,400,2,Male,54,3,1,Sales Representative,1,Married,7213,12514,1,Y,No,23,3,4,80,0,33,5,3,9,6,1,4
49,No,Travel_Rarely,405,Research & Development,2,4,Life Sciences,1,401,4,Female,73,3,2,Sales Representative,3,Single,8649,16047,1,Y,Yes,21,3,2,80,0,29,0,3,8,8,1,5
42,No,Travel_Rarely,111,Sales,26,3,Life Sciences,1,402,3,Female,44,3,3,Laboratory Technician,1,Married,9541,6720,1,Y,No,23,3,2,80,1,24,1,4,4,3,4,4
57,No,Non-Travel,1468,Research & Development,9,3,Life Sciences,1,403,1,Male,80,3,2,Sales Representative,3,Married,10047,9957,3,Y,No,20,3,3,80,0,36,4,3,6,5,2,5
18,Yes,Travel_Rarely,1491,Sales,14,1,Medical,1,404,4,Male,82,1,3,Laboratory Technician,4,Divorced,8933,13155,0,Y,No,17,3,1,80,0,2,6,4,2,2,2,2
33,No,Travel_Frequently,1036,Research & Development,19,3,Life Sciences,1,405,3,Female,63,3,1,Research Scientist,1,Married,5225,10544,3,Y,No,23,3,4,80,2,13,0,2,8,5,1,4
56,No,Travel_Rarely,519,Research & Development,10,4,Medical,1,406,4,Female,37,4,3,Manufacturing Director,1,Married,12910,8525,9,Y,Yes,11,3,4,80,3,38,2,4,8,4,3,3
22,No,Travel_Rarely,988,Human Resources,23,3,Life Sciences,1,407,1,Female,99,3,1,Laboratory Technician,2,Married,4929,18083,5,Y,No,13,3,1,80,1,5,2,3,5,5,3,3
39,Yes,Travel_Rarely,270,Sales,4,4,Marketing,1,408,2,Male,50,1,1,Sales Representative,1,Married,7216,9935,6,Y,Yes,19,3,1,80,2,24,5,4,8,5,8,6
46,Yes,Travel_Rarely,233,Sales,29,3,Life Sciences,1,409,1,Male,36,3,4,Sales Executive,1,Married,13863,26605,1,Y,No,17,3,1,80,3,29,2,3,4,4,4,4
20,No,Travel_Rarely,1064,Human Resources,29,2,Medical,1,410,4,Male,85,3,2,Manager,3,Single,6107,25898,3,Y,No,22,3,4,80,1,2,6,2,2,2,2,2
29,No,Travel_Rarely,1148,Sales,6,1,Medical,1,411,1,Male,78,4,1,Research Scientist,4,Divorced,4729,25449,1,Y,No,23,3,4,80,3,10,6,3,2,2,2,1
43,No,Travel_Rarely,1313,Research & Development,14,3,Life Sciences,1,412,1,Female,71,3,4,Research Director,2,Married,13832,8737,8,Y,No,23,3,4,80,0,27,5,2,9,4,3,7
33,No,Travel_Rarely,1264,Research & Development,4,4,Technical Degree,1,413,2,Male,52,4,2,Healthcare Representative,3,Married,8512,4540,1,Y,No,23,3,2,80,1,12,2,3,7,4,3,0
54,No,Travel_Rarely,757,Research & Development,26,4,Medical,1,414,4,Female,81,4,1,Laboratory Technician,1,Divorced,5706,22203,3,Y,No,24,3,3,80,0,33,3,3,2,1,2,2
39,No,Non-Travel,1438,Human Resources,15,3,Medical,1,415,1,Male,82,2,2,Sales Representative,3,Divorced,8186,26407,4,Y,No,12,3,3,80,2,24,1,2,10,0,5,2
46,No,Travel_Frequently,1442,Human Resources,16,3,Life Sciences,1,416,1,Female,45,4,4,Research Scientist,4,Divorced,15027,19218,3,Y,No,16,3,1,80,2,28,4,4,3,3,0,3
31,No,Travel_Frequently,1215,Sales,7,3,Human Resources,1,417,2,Female,66,3,2,Healthcare Representative,2,Divorced,7347,21708,7,Y,No,19,3,1,80,0,10,5,4,6,5,2,2
45,No,Travel_Rarely,278,Research & Development,17,3,Marketing,1,418,3,Male,47,3,1,Research Director,3,Single,6904,19013,1,Y,No,14,3,4,80,1,25,3,4,5,5,1,1
22,No,Travel_Frequently,1179,Research & Development,19,2,Life Sciences,1,419,4,Female,49,3,2,Sales Executive,1,Married,7214,4986,2,Y,No,20,3,3,80,2,1,1,3,1,1,1,1
47,No,Travel_Frequently,1278,Research & Development,29,2,Life Sciences,1,420,3,Male,75,3,2,Sales Executive,3,Married,9584,26605,6,Y,No,12,3,3,80,2,30,6,3,6,1,4,6
22,No,Travel_Rarely,210,Sales,19,2,Marketing,1,421,3,Male,31,3,3,Laboratory Technician,1,Married,8672,16958,3,Y,Yes,13,3,2,80,0,4,5,3,4,4,2,1
29,No,Non-Travel,236,Research & Development,17,1,Medical,1,422,2,Female,92,3,1,Laboratory Technician,2,Divorced,4235,26463,2,Y,No,17,3,4,80,2,9,0,2,6,3,2,2
33,No,Travel_Rarely,331,Human Resources,6,2,Marketing,1,423,2,Female,32,4,2,Sales Representative,2,Married,7716,26317,0,Y,No,14,3,4,80,0,18,3,4,3,0,2,3
43,No,Non-Travel,1091,Research & Development,29,1,Medical,1,424,4,Male,75,3,1,Manager,3,Married,4774,22166,6,Y,No,17,3,3,80,1,22,5,4,5,5,3,5
43,No,Non-Travel,567,Research & Development,11,3,Medical,1,425,3,Male,78,3,2,Sales Representative,2,Divorced,8284,8485,9,Y,No,15,3,3,80,0,28,6,3,8,2,2,2
38,No,Travel_Rarely,831,Sales,16,3,Life Sciences,1,426,1,Female,30,3,5,Manufacturing Director,4,Single,15802,23790,4,Y,Yes,24,3,2,80,0,21,3,4,6,4,3,4
56,Yes,Travel_Rarely,580,Research & Development,25,5,Life Sciences,1,427,3,Female,51,1,1,Research Scientist,3,Married,8467,21852,7,Y,Yes,18,3,2,80,0,40,3,3,6,2,3,4
53,No,Non-Travel,1191,Research & Development,8,2,Medical,1,428,2,Male,43,3,1,Research Scientist,1,Married,7122,25528,3,Y,No,18,3,4,80,0,34,3,3,5,5,1,3
50,Yes,Travel_Rarely,913,Research & Development,11,3,Other,1,429,1,Female,74,4,2,Sales Executive,3,Single,9560,13772,1,Y,No,15,4,2,80,1,29,0,4,6,4,0,3
47,No,Travel_Rarely,1372,Research & Development,7,3,Life Sciences,1,430,1,Male,35,2,3,Human Resources,1,Single,12251,12152,0,Y,No,17,3,3,80,0,32,2,3,10,3,0,2
54,No,Non-Travel,1093,Sales,26,1,Medical,1,431,2,Male,94,4,1,Sales Representative,2,Divorced,6108,14531,5,Y,No,21,3,4,80,2,37,6,3,6,3,1,4
40,No,Travel_Rarely,422,Research & Development,24,4,Medical,1,432,1,Male,50,3,2,Laboratory Technician,1,Married,8127,26796,3,Y,Yes,16,4,3,80,3,24,3,3,13,2,2,3
27,No,Travel_Rarely,1021,Research & Development,22,1,Medical,1,433,3,Male,33,3,4,Research Scientist,1,Divorced,14160,23659,6,Y,No,23,3,4,80,2,11,1,3,9,1,1,1
22,No,Travel_Rarely,1003,Research & Development,25,5,Technical Degree,1,434,2,Female,32,3,3,Laboratory Technician,1,Married,9256,7867,5,Y,No,18,3,4,80,1,5,2,3,5,5,2,2
53,No,Travel_Rarely,705,Research & Development,19,4,Marketing,1,435,4,Male,59,3,2,Sales Representative,1,Single,10193,24900,9,Y,No,19,3,3,80,1,36,0,3,7,4,1,1
51,No,Travel_Rarely,528,Research & Development,26,3,Life Sciences,1,436,2,Female,60,3,2,Healthcare Representative,4,Married,9910,6626,3,Y,Yes,15,3,4,80,0,36,4,3,3,3,0,3
48,No,Travel_Rarely,1392,Research & Development,10,3,Other,1,437,4,Male,63,3,4,Laboratory Technician,1,Married,12717,4262,2,Y,Yes,17,4,4,80,0,31,0,3,7,6,2,6
27,No,Travel_Rarely,247,Sales,9,3,Marketing,1,438,4,Female,49,4,1,Human Resources,3,Divorced,4968,4414,1,Y,Yes,24,4,2,80,2,8,4,3,8,7,1,3
36,No,Travel_Rarely,1241,Human Resources,4,3,Technical Degree,1,439,2,Female,83,3,1,Research Scientist,4,Single,5557,12353,3,Y,No,11,4,3,80,0,18,1,4,8,7,2,5
49,No,Travel_Frequently,949,Research & Development,23,3,Medical,1,440,2,Female,54,3,2,Sales Representative,1,Divorced,9243,17559,8,Y,Yes,21,4,3,80,3,32,4,1,7,2,1,2
18,Yes,Travel_Rarely,466,Research & Development,15,1,Technical Degree,1,441,4,Female,44,3,2,Manager,1,Divorced,5896,14312,0,Y,Yes,18,3,2,80,0,0,5,2,0,0,0,0
22,Yes,Travel_Rarely,949,Research & Development,13,1,Life Sciences,1,442,4,Male,67,2,3,Manager,1,Divorced,8426,7240,9,Y,No,13,3,4,80,0,6,3,2,6,6,1,3
21,No,Travel_Rarely,1189,Research & Development,25,3,Life Sciences,1,443,1,Female,52,2,1,Sales Representative,4,Married,3859,16053,9,Y,No,11,3,1,80,0,2,2,4,2,1,2,2
33,No,Travel_Rarely,912,Research & Development,2,3,Technical Degree,1,444,2,Female,81,3,3,Manager,1,Divorced,10121,11049,4,Y,No,16,3,1,80,2,18,6,3,2,2,2,2
41,No,Travel_Rarely,1493,Research & Development,2,4,Life Sciences,1,445,2,Male,95,3,3,Research Scientist,1,Married,11787,7122,2,Y,No,24,3,3,80,1,25,5,4,15,3,0,3
33,No,Travel_Rarely,274,Sales,16,2,Life Sciences,1,446,1,Female,86,3,2,Healthcare Representative,1,Single,9153,6993,1,Y,No,23,3,2,80,0,14,2,3,6,6,1,6
19,No,Non-Travel,687,Research & Development,9,4,Marketing,1,447,2,Male,86,3,3,Laboratory Technician,2,Single,10197,20876,1,Y,No,18,4,4,80,1,3,3,3,3,3,3,3
45,No,Travel_Rarely,594,Sales,28,2,Marketing,1,448,1,Male,81,1,1,Human Resources,3,Divorced,6848,17613,0,Y,No,21,3,2,80,3,25,2,3,3,3,2,2
49,Yes,Travel_Rarely,1072,Research & Development,13,3,Life Sciences,1,449,1,Female,64,1,1,Research Director,1,Single,5676,10211,3,Y,Yes,13,3,4,80,1,29,0,2,8,8,2,5
44,No,Travel_Rarely,1237,Sales,3,3,Technical Degree,1,450,2,Male,43,3,3,Research Scientist,3,Married,10752,15515,0,Y,No,11,3,3,80,0,27,3,3,5,5,4,4
37,No,Travel_Rarely,1234,Research & Development,9,3,Medical,1,451,3,Female,43,3,2,Sales Executive,2,Single,8187,10997,6,Y,No,13,3,3,80,0,19,3,3,5,5,0,5
41,No,Travel_Rarely,1270,Research & Development,13,2,Medical,1,452,4,Male,62,3,1,Manufacturing Director,2,Single,5334,18335,2,Y,No,15,3,1,80,2,25,2,3,6,3,3,6
29,No,Travel_Rarely,134,Research & Development,21,3,Marketing,1,453,2,Male,81,4,2,Manufacturing Director,1,Single,7841,4175,1,Y,No,21,3,2,80,1,10,6,3,9,3,1,4
52,No,Travel_Rarely,1098,Research & Development,22,4,Medical,1,454,3,Male,30,2,4,Research Scientist,3,Divorced,14796,4405,4,Y,No,18,3,3,80,3,31,5,2,5,5,2,5
50,No,Travel_Rarely,1432,Research & Development,2,3,Life Sciences,1,455,1,Male,63,3,2,Sales Representative,4,Married,9489,21747,9,Y,Yes,19,3,2,80,1,30,4,2,3,0,3,2
50,No,Travel_Rarely,637,Sales,8,3,Life Sciences,1,456,3,Female,48,3,1,Laboratory Technician,1,Divorced,7380,9341,5,Y,No,23,3,3,80,0,30,6,3,6,4,2,5
54,No,Travel_Rarely,849,Research & Development,27,4,Medical,1,457,2,Male,53,3,2,Sales Representative,4,Married,8656,26284,3,Y,No,22,3,4,80,0,38,6,3,6,3,3,5
29,No,Travel_Rarely,1137,Research & Development,9,4,Medical,1,458,2,Male,33,3,3,Sales Representative,2,Divorced,10626,13156,6,Y,No,19,3,4,80,1,14,1,2,8,7,3,3
20,No,Travel_Rarely,473,Sales,16,3,Marketing,1,459,3,Male,65,4,1,Sales Executive,2,Married,3603,17963,6,Y,Yes,14,3,1,80,0,0,6,3,0,0,0,0
18,No,Travel_Rarely,656,Research & Development,2,2,Marketing,1,460,2,Male,87,4,1,Manager,3,Married,3247,19989,8,Y,No,18,4,3,80,3,0,4,2,0,0,0,0
50,No,Travel_Rarely,332,Research & Development,6,4,Medical,1,461,4,Female,61,1,2,Manufacturing Director,4,Married,9485,20941,1,Y,Yes,21,4,1,80,0,32,0,3,11,4,2,8
57,No,Travel_Rarely,804,Research & Development,22,3,Marketing,1,462,3,Male,38,2,2,Research Director,4,Married,10592,17779,7,Y,No,15,3,1,80,1,39,3,3,6,6,1,5
27,No,Travel_Rarely,662,Sales,8,2,Life Sciences,1,463,1,Female,96,3,1,Research Director,1,Divorced,5110,20426,1,Y,Yes,13,4,3,80,0,10,3,4,8,4,4,4
46,No,Travel_Rarely,1038,Research & Development,26,2,Life Sciences,1,464,3,Female,49,3,1,Laboratory Technician,3,Married,6256,2778,9,Y,Yes,15,3,3,80,0,29,0,3,4,3,4,3
30,No,Travel_Rarely,986,Sales,28,4,Technical Degree,1,465,3,Female,91,2,1,Manufacturing Director,3,Divorced,5208,5159,1,Y,No,12,4,4,80,1,15,1,3,9,3,1,4
29,Yes,Travel_Rarely,825,Sales,5,1,Life Sciences,1,466,3,Female,87,3,1,Sales Executive,4,Divorced,4989,8395,8,Y,No,21,3,1,80,1,13,3,2,7,4,2,4
48,No,Travel_Rarely,1398,Research & Development,9,5,Life Sciences,1,467,3,Male,51,3,1,Research Scientist,2,Single,5499,3746,9,Y,No,21,3,4,80,0,27,4,2,3,3,1,3
19,No,Travel_Rarely,175,Research & Development,1,2,Medical,1,468,1,Male,96,3,2,Sales Representative,3,Married,5585,7974,1,Y,No,21,3,2,80,0,3,0,4,3,3,0,1
52,No,Non-Travel,538,Research & Development,9,4,Life Sciences,1,469,1,Female,77,2,2,Sales Representative,2,Single,9156,7150,9,Y,No,16,3,2,80,1,33,3,3,6,5,1,3
40,No,Travel_Rarely,798,Sales,10,3,Technical Degree,1,470,1,Female,37,3,2,Human Resources,1,Married,8323,14132,0,Y,No,11,3,1,80,2,19,4,1,9,5,1,4
34,No,Travel_Frequently,1412,Research & Development,23,3,Life Sciences,1,471,3,Female,44,3,2,Human Resources,3,Married,7789,18804,1,Y,No,16,3,1,80,0,15,0,2,5,5,2,4
43,No,Travel_Rarely,1014,Research & Development,4,4,Life Sciences,1,472,4,Female,61,2,1,Human Resources,3,Divorced,6540,12043,3,Y,No,23,3,3,80,1,22,0,3,16,7,3,5
25,No,Travel_Rarely,990,Research & Development,3,3,Life Sciences,1,473,4,Male,82,3,2,Manager,1,Single,6887,20492,9,Y,No,15,3,3,80,0,8,0,2,7,2,3,2
46,Yes,Travel_Rarely,791,Research & Development,10,3,Medical,1,474,1,Male,96,3,1,Research Director,3,Single,6690,6674,3,Y,No,23,3,1,80,1,28,1,3,11,5,0,2
43,No,Travel_Rarely,352,Sales,15,1,Life Sciences,1,475,4,Female,33,4,1,Human Resources,4,Single,5884,23729,4,Y,No,19,3,1,80,1,23,0,3,6,2,1,4
27,No,Travel_Rarely,1249,Research & Development,11,1,Medical,1,476,4,Female,59,4,1,Sales Representative,4,Married,6178,5996,5,Y,No,23,3,2,80,0,12,6,3,8,5,1,2
43,No,Non-Travel,1300,Research & Development,14,2,Technical Degree,1,477,4,Male,42,3,5,Manufacturing Director,1,Divorced,16064,24466,9,Y,No,24,3,4,80,1,22,5,3,10,2,3,7
51,No,Travel_Rarely,1160,Sales,6,4,Technical Degree,1,478,4,Female,50,3,1,Manufacturing Director,2,Divorced,8512,11550,6,Y,No,17,3,2,80,0,30,2,2,4,4,2,3
58,No,Non-Travel,509,Sales,12,2,Life Sciences,1,479,4,Male,70,3,4,Manager,2,Married,14981,22294,1,Y,No,16,3,2,80,0,40,2,3,7,2,0,1
24,No,Travel_Rarely,226,Sales,13,2,Medical,1,480,2,Male,48,3,2,Manufacturing Director,3,Divorced,6809,4626,1,Y,No,21,3,4,80,1,4,0,3,4,2,0,2
21,Yes,Travel_Frequently,1291,Sales,17,3,Medical,1,481,1,Female,77,3,2,Sales Representative,2,Married,6020,2490,0,Y,No,22,3,1,80,1,6,3,3,5,4,2,5
28,No,Travel_Rarely,691,Research & Development,16,3,Human Resources,1,482,3,Female,92,1,3,Research Director,2,Single,8645,11487,5,Y,No,17,3,1,80,2,7,6,3,4,4,2,3
46,No,Travel_Frequently,393,Research & Development,3,4,Other,1,483,4,Male,49,3,1,Research Director,1,Single,5446,24316,1,Y,No,20,3,2,80,0,31,6,4,10,9,1,0
53,No,Travel_Rarely,1466,Sales,2,2,Life Sciences,1,484,2,Male,93,2,1,Research Director,2,Divorced,6096,12273,1,Y,Yes,15,3,2,80,2,35,2,2,7,4,2,5
42,No,Travel_Rarely,1119,Sales,11,1,Medical,1,485,3,Male,66,2,5,Research Scientist,2,Married,16235,21755,8,Y,Yes,11,3,4,80,0,26,4,3,8,4,1,1
38,No,Travel_Rarely,409,Research & Development,29,5,Life Sciences,1,486,2,Female,60,3,2,Research Scientist,2,Married,7679,15684,2,Y,No,19,3,3,80,0,18,4,3,10,0,0,7
53,No,Travel_Frequently,761,Research & Development,9,2,Life Sciences,1,487,4,Male,47,4,1,Research Scientist,4,Married,6949,13366,4,Y,No,15,3,3,80,1,33,3,3,7,2,1,4
27,No,Travel_Rarely,627,Research & Development,3,4,Life Sciences,1,488,4,Female,49,3,1,Research Scientist,4,Married,5745,22448,2,Y,Yes,14,3,1,80,1,9,4,1,9,4,1,5
54,Yes,Travel_Frequently,639,Research & Development,29,4,Medical,1,489,4,Female,40,3,4,Manufacturing Director,1,Divorced,14309,24221,0,Y,No,16,3,3,80,3,36,5,3,4,4,1,4
26,No,Travel_Rarely,518,Research & Development,18,4,Medical,1,490,4,Female,73,3,4,Healthcare Representative,3,Single,13803,17906,2,Y,No,15,3,1,80,1,6,3,2,5,5,3,3
41,No,Travel_Frequently,543,Sales,20,2,Life Sciences,1,491,3,Male,93,4,2,Manufacturing Director,1,Married,7399,6989,2,Y,No,11,3,1,80,0,23,4,2,9,4,5,3
52,No,Travel_Frequently,784,Sales,15,4,Medical,1,492,3,Female,63,3,1,Healthcare Representative,3,Single,6599,14021,8,Y,No,12,3,1,80,3,36,0,3,9,2,0,2
52,No,Travel_Frequently,939,Research & Development,14,4,Life Sciences,1,493,2,Male,94,2,3,Manufacturing Director,3,Single,11288,24355,2,Y,No,14,3,4,80,0,34,6,3,6,2,0,1
53,Yes,Travel_Rarely,335,Research & Development,2,3,Medical,1,494,1,Male,84,3,1,Sales Representative,2,Married,7549,5380,2,Y,No,18,4,2,80,0,37,4,4,6,5,2,3
35,No,Travel_Rarely,313,Research & Development,17,3,Life Sciences,1,495,4,Male,30,3,2,Sales Executive,2,Married,6068,7689,6,Y,Yes,15,3,3,80,1,17,6,3,6,6,2,2
56,Yes,Non-Travel,184,Research & Development,22,2,Life Sciences,1,496,2,Male,67,2,2,Sales Executive,1,Married,8385,10603,6,Y,No,17,3,4,80,3,36,0,3,4,2,3,3
49,No,Travel_Rarely,893,Research & Development,26,2,Life Sciences,1,497,2,Female,38,2,1,Research Scientist,1,Married,6394,9473,6,Y,Yes,12,3,3,80,1,28,4,3,9,3,1,1
41,No,Travel_Rarely,184,Sales,8,3,Life Sciences,1,498,2,Male,46,3,2,Sales Executive,1,Married,9581,3676,9,Y,No,18,3,4,80,1,22,4,3,4,3,4,4
40,No,Travel_Rarely,164,Research & Development,10,3,Medical,1,499,4,Male,81,3,4,Laboratory Technician,4,Married,13440,9790,6,Y,No,15,3,3,80,1,20,4,1,10,6,2,1
49,No,Travel_Rarely,762,Sales,26,3,Life Sciences,1,500,4,Female,47,3,3,Manager,4,Married,10398,7282,2,Y,No,14,3,3,80,1,34,0,2,6,6,0,2
54,Yes,Travel_Rarely,726,Sales,18,3,Medical,1,501,2,Male,92,2,2,Manager,4,Single,8422,21095,7,Y,No,19,3,2,80,2,35,4,2,3,3,3,3
29,No,Travel_Rarely,163,Research & Development,25,3,Life Sciences,1,502,4,Female,62,3,1,Sales Executive,4,Married,6218,15376,3,Y,No,16,3,3,80,0,11,4,3,9,7,3,3
30,No,Travel_Frequently,1466,Research & Development,29,3,Medical,1,503,2,Male,33,3,1,Manager,4,Married,4463,11431,1,Y,Yes,24,3,4,80,0,12,6,4,2,2,2,2
40,No,Travel_Rarely,1038,Human Resources,19,4,Marketing,1,504,3,Male,81,2,1,Healthcare Representative,2,Single,5005,2602,1,Y,Yes,14,3,3,80,0,19,5,3,7,3,0,6
42,No,Non-Travel,1018,Research & Development,8,2,Life Sciences,1,505,4,Female,38,3,2,Sales Representative,3,Divorced,9601,3937,1,Y,No,18,3,2,80,2,24,1,4,6,4,4,5
52,No,Travel_Rarely,1475,Sales,28,3,Medical,1,506,3,Male,93,2,2,Manager,4,Married,10028,26505,1,Y,Yes,13,3,3,80,1,37,0,4,7,5,5,2
58,Yes,Travel_Rarely,1281,Sales,8,2,Life Sciences,1,507,1,Male,59,3,1,Sales Representative,1,Divorced,8219,26601,1,Y,Yes,24,3,4,80,1,39,5,3,3,2,2,1
47,Yes,Travel_Rarely,590,Research & Development,3,3,Medical,1,508,4,Male,37,3,1,Research Scientist,3,Divorced,5559,8812,0,Y,No,23,3,3,80,0,27,2,2,11,5,1,5
34,Yes,Travel_Rarely,1348,Research & Development,3,4,Life Sciences,1,509,1,Male,34,3,1,Sales Executive,4,Married,4059,3067,8,Y,No,20,3,2,80,0,14,6,3,4,4,3,4
37,No,Non-Travel,412,Research & Development,12,4,Medical,1,510,2,Male,92,2,2,Sales Representative,4,Married,8126,15401,8,Y,No,12,3,2,80,2,22,3,4,10,2,3,5
42,No,Travel_Rarely,714,Research & Development,22,2,Medical,1,511,4,Male,30,3,2,Human Resources,2,Married,8688,7252,4,Y,No,17,3,2,80,0,26,6,3,5,5,4,5
39,No,Travel_Rarely,1018,Research & Development,17,5,Technical Degree,1,512,4,Male,44,3,2,Research Scientist,2,Married,8471,15472,7,Y,No,24,3,2,80,1,18,1,3,4,4,2,4
30,No,Travel_Rarely,912,Research & Development,4,1,Medical,1,513,4,Female,67,3,3,Sales Representative,2,Divorced,11142,24247,1,Y,No,22,3,1,80,0,15,5,2,3,3,2,3
36,No,Travel_Rarely,1039,Sales,17,3,Medical,1,514,1,Male,71,2,3,Laboratory Technician,4,Divorced,9052,2379,8,Y,No,14,4,2,80,1,17,5,3,4,2,2,3
53,No,Travel_Rarely,1211,Research & Development,14,1,Life Sciences,1,515,1,Male,75,1,2,Manager,2,Single,9987,23886,3,Y,No,14,4,3,80,1,35,4,3,7,5,0,3
29,No,Travel_Rarely,1426,Research & Development,19,4,Human Resources,1,516,2,Male,82,3,1,Laboratory Technician,4,Married,4002,21566,0,Y,No,20,3,3,80,2,12,2,3,5,3,3,3
58,No,Travel_Rarely,779,Sales,9,3,Marketing,1,517,3,Female,55,3,2,Healthcare Representative,3,Divorced,10384,22131,1,Y,No,19,3,3,80,0,37,2,4,6,3,5,4
36,No,Travel_Frequently,534,Research & Development,21,3,Life Sciences,1,518,3,Female,90,2,2,Research Scientist,3,Married,7560,7196,1,Y,No,12,3,3,80,1,15,4,2,4,3,2,4
29,No,Travel_Rarely,781,Research & Development,12,4,Technical Degree,1,519,1,Female,96,3,1,Research Director,4,Divorced,4228,23516,0,Y,No,11,3,1,80,1,12,5,4,5,4,4,4
26,No,Travel_Rarely,1258,Human Resources,5,2,Medical,1,520,4,Female,83,3,5,Research Director,1,Married,14152,24424,1,Y,No,17,3,1,80,3,11,6,1,10,0,1,4
24,No,Travel_Rarely,1173,Sales,11,1,Marketing,1,521,3,Male,51,3,2,Sales Representative,4,Married,5823,15881,0,Y,No,22,3,1,80,1,4,5,4,2,1,1,2
45,No,Travel_Frequently,439,Research & Development,20,4,Marketing,1,522,3,Male,55,3,2,Manager,3,Married,8692,14119,1,Y,No,18,3,3,80,0,29,4,3,8,3,2,4
31,No,Travel_Rarely,446,Sales,3,3,Life Sciences,1,523,1,Female,89,3,2,Sales Executive,3,Married,6921,22504,1,Y,Yes,13,3,4,80,1,11,1,3,2,1,2,2
48,No,Travel_Rarely,745,Research & Development,21,2,Medical,1,524,2,Female,68,1,1,Research Director,4,Married,7029,10737,9,Y,Yes,12,3,4,80,1,28,0,2,4,2,1,4
36,No,Travel_Rarely,1470,Sales,15,3,Life Sciences,1,525,1,Male,65,2,1,Sales Executive,4,Married,5952,7259,1,Y,No,14,3,3,80,2,19,1,3,11,5,4,3
33,No,Non-Travel,748,Sales,14,3,Life Sciences,1,526,1,Male,50,3,2,Research Director,4,Married,9050,26850,1,Y,No,12,3,2,80,0,15,0,4,12,1,3,4
22,No,Travel_Rarely,344,Research & Development,11,1,Life Sciences,1,527,4,Female,70,3,1,Research Scientist,3,Married,4613,13633,5,Y,No,22,3,2,80,0,4,2,2,3,3,0,3
52,No,Travel_Frequently,208,Research & Development,20,2,Medical,1,528,1,Female,77,3,1,Research Director,1,Single,7136,12461,7,Y,No,12,3,3,80,3,36,3,2,4,4,2,2
29,No,Travel_Rarely,632,Sales,8,1,Life Sciences,1,529,4,Male,55,3,5,Manufacturing Director,4,Single,16000,4922,2,Y,No,15,3,2,80,3,13,4,3,9,2,1,2
42,No,Travel_Rarely,1213,Sales,4,3,Life Sciences,1,530,2,Female,92,4,2,Sales Representative,3,Single,7917,5387,8,Y,Yes,20,3,2,80,0,23,1,2,9,3,4,5
